SaleID,CustomerID,ProductID,EmployeeID,Quantity,SaleDate,Price_x,TotalAmount,CustomerName,Age,Country,JoinDate,ProductName,Category,Price_y,EmployeeName,Department,HireDate,SaleMonth
16158,819,107,173,2,2022-03-26,1832.73,3665.46,Hassan Rabie,35,Jordan,2023-06-12,Printer_107,Electronics,1832.73,Rania Masri,Sales,2022-01-02,3
16159,199,653,153,3,2023-03-14,32.81,98.43,Rania Omari,35,Saudi Arabia,2021-04-21,Novel_653,Books,32.81,Rami Haddad,Sales,2019-01-28,3
16160,1837,737,20,1,2023-07-05,30.24,30.24,Yousef Shami,23,Egypt,2022-12-05,Science Book_737,Books,30.24,Lina Omari,Sales,2021-02-16,7
16161,77,307,34,2,2022-07-06,23.91,47.82,Rania Darwish,35,Jordan,2023-12-14,Jacket_307,Clothing,23.91,Farah Hammad,Sales,2015-05-15,7
16162,369,860,60,4,2022-10-26,234.06,936.24,Zain Haddad,35,UAE,2024-02-08,Wardrobe_860,Furniture,234.06,Ali Hammad,Sales,2020-05-03,10
16163,833,821,158,2,2022-01-16,939.6,1879.2,Sara Rabie,24,Jordan,2020-01-29,Sofa_821,Furniture,939.6,Mona Al-Smadi,Support,2024-07-02,1
16164,526,36,206,1,2021-02-28,649.45,649.45,Ahmad Shami,18,Jordan,2023-03-06,Printer_36,Electronics,649.45,Lina Al-Momani,Support,2017-10-26,2
16165,349,133,93,1,2023-03-18,251.43,251.43,Omar Ayoub,27,Saudi Arabia,2020-07-26,Smartphone_133,Electronics,251.43,Tariq Hammad,Management,2016-02-03,3
16166,506,887,218,1,2022-10-08,220.03,220.03,Hassan Omari,30,Jordan,2020-05-17,Sofa_887,Furniture,220.03,Lina Darwish,Management,2017-02-03,10
16167,643,25,89,1,2023-02-06,918.08,918.08,Khaled Shami,32,Jordan,2021-03-14,Laptop_25,Electronics,918.08,Farah Barakat,Sales,2023-08-01,2
16168,238,849,173,2,2023-09-19,314.64,629.28,Mona Darwish,36,Jordan,2023-05-17,Wardrobe_849,Furniture,314.64,Rania Masri,Sales,2022-01-02,9
16169,1304,37,40,3,2022-09-12,840.85,2522.55,Rania Omari,27,Jordan,2023-09-22,Camera_37,Electronics,840.85,Rania Shami,Sales,2022-12-02,9
16170,1601,19,203,3,2021-01-27,1989.56,5968.68,Khaled Najjar,33,UAE,2023-10-23,Printer_19,Electronics,1989.56,Huda Barakat,Sales,2017-03-30,1
16171,1456,35,221,2,2023-01-07,612.57,1225.14,Rami Al-Smadi,18,Jordan,2020-03-18,Smartphone_35,Electronics,612.57,Yousef Haddad,IT,2017-05-22,1
16172,138,363,47,3,2021-06-03,28.08,84.24,Salma Omari,31,Jordan,2022-10-13,Dress_363,Clothing,28.08,Ali Haddad,Support,2019-05-13,6
16173,1293,418,243,4,2021-12-28,14.3,57.2,Rania Saleh,34,Saudi Arabia,2023-10-15,Burger_418,Food,14.3,Lina Haddad,Sales,2017-09-11,12
16174,1764,822,88,2,2021-11-17,451.44,902.88,Mona Najjar,18,Egypt,2023-03-18,Desk_822,Furniture,451.44,Yousef Masri,Management,2015-04-21,11
16175,1225,430,157,2,2022-01-24,44.61,89.22,Salma Qasem,33,Jordan,2023-05-18,Pasta_430,Food,44.61,Huda Najjar,Support,2022-02-15,1
16176,1166,518,162,2,2022-11-20,6.65,13.3,Majed Haddad,59,Saudi Arabia,2021-06-04,Pasta_518,Food,6.65,Hassan Khoury,IT,2024-07-14,11
16177,612,467,20,3,2021-04-28,30.1,90.3,Tariq Al-Momani,34,Jordan,2021-02-11,Pizza_467,Food,30.1,Lina Omari,Sales,2021-02-16,4
16178,1674,897,148,2,2023-03-25,570.78,1141.56,Rami Hammad,25,Saudi Arabia,2022-09-25,Chair_897,Furniture,570.78,Rami Hammad,HR,2022-06-26,3
16179,680,199,201,2,2023-07-26,1587.79,3175.58,Zain Haddad,47,Jordan,2023-07-01,Monitor_199,Electronics,1587.79,Huda Omari,Sales,2021-01-20,7
16180,1943,546,151,1,2022-06-01,20.92,20.92,Omar Haddad,37,Jordan,2023-06-01,Chocolate_546,Food,20.92,Farah Omari,Sales,2021-11-23,6
16181,1635,568,100,1,2022-10-24,46.5,46.5,Huda Khoury,31,Saudi Arabia,2021-06-17,Pasta_568,Food,46.5,Zain Najjar,Sales,2022-06-01,10
16182,1847,768,247,3,2021-10-24,43.22,129.66,Lina Rabie,47,Egypt,2021-12-18,History Book_768,Books,43.22,Zain Al-Momani,Sales,2023-08-02,10
16183,1855,211,113,1,2023-02-10,22.71,22.71,Sara Najjar,45,Jordan,2022-09-04,Jacket_211,Clothing,22.71,Majed Masri,Support,2016-11-26,2
16184,839,609,219,4,2021-10-27,71.03,284.12,Zain Shami,44,Jordan,2020-01-09,Children Book_609,Books,71.03,Lina Rabie,HR,2021-06-20,10
16185,938,794,25,1,2021-09-25,16.05,16.05,Sara Masri,42,Saudi Arabia,2023-06-01,Novel_794,Books,16.05,Zain Hammad,Sales,2016-05-02,9
16186,355,501,289,1,2021-06-13,18.0,18.0,Rania Darwish,34,Jordan,2020-11-29,Salad_501,Food,18.0,Lina Khoury,Sales,2015-04-30,6
16187,578,241,103,2,2021-03-29,167.5,335.0,Hassan Qasem,42,Saudi Arabia,2024-02-01,Jacket_241,Clothing,167.5,Noor Najjar,Sales,2017-08-19,3
16188,847,170,79,4,2022-07-13,943.23,3772.92,Hassan Al-Smadi,37,Egypt,2020-07-29,Tablet_170,Electronics,943.23,Lina Omari,Sales,2021-08-15,7
16189,1353,859,16,4,2023-04-13,946.08,3784.32,Salma Hammad,40,Saudi Arabia,2020-11-13,Bed_859,Furniture,946.08,Sara Saleh,Sales,2021-01-30,4
16190,559,294,59,1,2021-06-01,157.55,157.55,Zain Al-Smadi,38,UAE,2020-04-10,Dress_294,Clothing,157.55,Yousef Qasem,HR,2020-04-08,6
16191,849,922,194,3,2022-09-07,536.56,1609.68,Ali Al-Smadi,28,Egypt,2022-10-27,Sofa_922,Furniture,536.56,Noor Haddad,Sales,2024-03-28,9
16192,1918,739,125,2,2022-11-16,62.46,124.92,Yousef Al-Smadi,28,Jordan,2021-03-15,Children Book_739,Books,62.46,Majed Darwish,IT,2015-03-25,11
16193,1255,315,32,3,2022-08-14,165.99,497.97,Omar Masri,47,Egypt,2021-12-22,Jacket_315,Clothing,165.99,Omar Ayoub,IT,2020-02-26,8
16194,1332,127,178,3,2022-07-07,479.49,1438.47,Ali Al-Smadi,47,Jordan,2020-12-29,Camera_127,Electronics,479.49,Ahmad Saleh,Sales,2021-06-26,7
16195,1682,468,219,3,2022-05-04,39.43,118.29,Zain Qasem,34,Jordan,2021-02-27,Chocolate_468,Food,39.43,Lina Rabie,HR,2021-06-20,5
16196,1743,792,100,4,2021-10-22,76.53,306.12,Salma Masri,35,Saudi Arabia,2020-08-20,Biography_792,Books,76.53,Zain Najjar,Sales,2022-06-01,10
16197,1170,367,103,3,2022-05-18,153.12,459.36,Omar Al-Momani,43,Jordan,2020-09-04,T-Shirt_367,Clothing,153.12,Noor Najjar,Sales,2017-08-19,5
16198,1176,21,118,3,2022-06-19,768.32,2304.96,Rania Khoury,32,Jordan,2021-11-23,Printer_21,Electronics,768.32,Sara Rabie,IT,2020-03-02,6
16199,1815,316,243,4,2023-07-22,122.69,490.76,Huda Omari,32,UAE,2022-05-09,T-Shirt_316,Clothing,122.69,Lina Haddad,Sales,2017-09-11,7
16200,140,758,119,1,2023-02-26,68.63,68.63,Lina Barakat,22,Saudi Arabia,2022-02-22,Biography_758,Books,68.63,Majed Darwish,Sales,2022-05-18,2
16201,663,90,7,4,2021-03-20,1877.32,7509.28,Hassan Al-Smadi,34,Jordan,2021-05-31,Camera_90,Electronics,1877.32,Tariq Shami,Support,2023-11-22,3
16202,21,404,10,4,2021-06-04,17.41,69.64,Sara Saleh,49,Egypt,2021-04-19,Chocolate_404,Food,17.41,Rania Hammad,IT,2018-04-17,6
16203,1278,518,281,1,2021-06-29,6.65,6.65,Mona Shami,38,Jordan,2020-11-25,Pasta_518,Food,6.65,Majed Masri,Sales,2019-11-22,6
16204,64,451,42,3,2023-04-25,7.98,23.94,Noor Barakat,23,Jordan,2020-09-04,Burger_451,Food,7.98,Majed Haddad,IT,2020-07-06,4
16205,1242,778,47,3,2023-02-21,55.8,167.4,Aya Rabie,32,Qatar,2021-12-08,Science Book_778,Books,55.8,Ali Haddad,Support,2019-05-13,2
16206,1096,908,96,1,2021-10-23,556.79,556.79,Salma Masri,34,Saudi Arabia,2022-04-05,Wardrobe_908,Furniture,556.79,Ahmad Najjar,Sales,2019-01-03,10
16207,990,609,246,3,2022-05-29,71.03,213.09,Farah Haddad,35,Jordan,2020-01-20,Children Book_609,Books,71.03,Farah Barakat,Sales,2022-09-08,5
16208,162,150,224,1,2022-09-29,1564.93,1564.93,Yousef Khoury,42,Jordan,2020-05-04,Printer_150,Electronics,1564.93,Rami Masri,Support,2023-04-29,9
16209,130,446,114,4,2023-03-19,12.37,49.48,Ahmad Darwish,29,Jordan,2020-03-28,Burger_446,Food,12.37,Sara Haddad,IT,2015-03-22,3
16210,581,957,32,3,2021-02-13,951.63,2854.89,Khaled Shami,38,Qatar,2023-08-15,Wardrobe_957,Furniture,951.63,Omar Ayoub,IT,2020-02-26,2
16211,1951,80,153,3,2021-11-18,1497.01,4491.03,Zain Khoury,18,Jordan,2021-08-09,Camera_80,Electronics,1497.01,Rami Haddad,Sales,2019-01-28,11
16212,225,17,217,2,2022-01-24,409.28,818.56,Noor Masri,30,Egypt,2023-02-28,Headphones_17,Electronics,409.28,Omar Darwish,Support,2020-10-15,1
16213,1782,138,246,3,2022-04-26,1000.72,3002.16,Ahmad Qasem,34,Egypt,2022-07-08,Camera_138,Electronics,1000.72,Farah Barakat,Sales,2022-09-08,4
16214,580,652,272,2,2021-02-11,17.21,34.42,Ahmad Shami,46,Jordan,2023-05-23,Children Book_652,Books,17.21,Salma Omari,Sales,2017-02-25,2
16215,1478,851,261,3,2022-06-04,679.07,2037.21,Sara Rabie,39,Egypt,2022-12-31,Wardrobe_851,Furniture,679.07,Hassan Ayoub,Sales,2018-03-21,6
16216,983,508,7,2,2022-03-22,44.72,89.44,Noor Qasem,25,Jordan,2022-01-07,Chocolate_508,Food,44.72,Tariq Shami,Support,2023-11-22,3
16217,1005,552,205,1,2022-04-24,5.07,5.07,Ali Khoury,41,Saudi Arabia,2022-03-31,Burger_552,Food,5.07,Zain Omari,IT,2019-07-06,4
16218,1939,919,264,3,2021-01-27,138.99,416.97,Ali Khoury,45,Jordan,2021-06-22,Bed_919,Furniture,138.99,Ahmad Hammad,HR,2017-11-16,1
16219,1408,680,289,1,2021-02-15,41.3,41.3,Sara Al-Smadi,50,Egypt,2021-10-19,Children Book_680,Books,41.3,Lina Khoury,Sales,2015-04-30,2
16220,107,74,202,2,2022-09-06,1741.36,3482.72,Zain Barakat,53,UAE,2020-05-06,Headphones_74,Electronics,1741.36,Khaled Khoury,HR,2018-07-07,9
16221,621,74,116,2,2021-02-20,1741.36,3482.72,Aya Ayoub,27,UAE,2020-03-03,Headphones_74,Electronics,1741.36,Ahmad Ayoub,HR,2018-08-28,2
16222,840,50,212,2,2021-01-03,1146.32,2292.64,Tariq Saleh,32,Saudi Arabia,2023-07-07,Laptop_50,Electronics,1146.32,Farah Masri,Management,2021-02-20,1
16223,1127,10,160,2,2022-11-09,1628.1,3256.2,Khaled Al-Momani,38,Saudi Arabia,2023-10-07,Printer_10,Electronics,1628.1,Zain Hammad,Sales,2015-11-05,11
16224,1165,103,129,4,2021-09-25,1762.86,7051.44,Mona Masri,45,UAE,2020-08-07,Smartphone_103,Electronics,1762.86,Rania Shami,Sales,2015-04-02,9
16225,577,862,148,1,2023-06-27,133.19,133.19,Huda Shami,37,UAE,2021-07-05,Sofa_862,Furniture,133.19,Rami Hammad,HR,2022-06-26,6
16226,1158,388,78,2,2021-09-09,84.84,169.68,Sara Khoury,57,Egypt,2020-04-03,Scarf_388,Clothing,84.84,Tariq Najjar,IT,2015-04-26,9
16227,199,385,262,3,2022-01-22,137.86,413.58,Rania Omari,35,Saudi Arabia,2021-04-21,Dress_385,Clothing,137.86,Zain Barakat,HR,2022-03-31,1
16228,1904,299,52,2,2021-12-20,65.74,131.48,Khaled Shami,38,Saudi Arabia,2021-06-03,Scarf_299,Clothing,65.74,Mona Haddad,Sales,2022-07-27,12
16229,510,339,258,1,2022-10-14,123.55,123.55,Rami Darwish,26,Jordan,2022-03-24,Shoes_339,Clothing,123.55,Hassan Hammad,Support,2019-08-17,10
16230,667,389,221,4,2021-12-16,23.43,93.72,Ahmad Ayoub,32,Jordan,2023-12-23,T-Shirt_389,Clothing,23.43,Yousef Haddad,IT,2017-05-22,12
16231,79,990,39,1,2021-04-01,199.87,199.87,Aya Al-Momani,35,Jordan,2023-05-20,Sofa_990,Furniture,199.87,Farah Ayoub,Sales,2018-05-26,4
16232,1972,474,248,3,2022-01-06,36.05,108.15,Zain Barakat,18,Jordan,2020-12-13,Pizza_474,Food,36.05,Aya Al-Momani,Sales,2018-05-14,1
16233,894,616,288,4,2023-01-12,32.34,129.36,Ahmad Shami,46,Saudi Arabia,2020-04-08,Children Book_616,Books,32.34,Tariq Al-Momani,Sales,2016-07-12,1
16234,1506,802,254,1,2022-06-13,913.05,913.05,Aya Rabie,30,Saudi Arabia,2020-10-06,Desk_802,Furniture,913.05,Ali Al-Momani,Sales,2015-09-21,6
16235,512,962,116,2,2021-10-09,483.13,966.26,Yousef Saleh,34,Qatar,2021-10-29,Sofa_962,Furniture,483.13,Ahmad Ayoub,HR,2018-08-28,10
16236,250,792,197,3,2022-06-27,76.53,229.59,Tariq Najjar,39,Saudi Arabia,2020-12-29,Biography_792,Books,76.53,Aya Haddad,Sales,2024-01-07,6
16237,889,142,214,3,2021-06-03,982.96,2948.88,Lina Haddad,40,Jordan,2021-06-07,Camera_142,Electronics,982.96,Lina Rabie,Management,2015-03-18,6
16238,1024,809,92,4,2022-02-19,542.55,2170.2,Khaled Omari,56,Saudi Arabia,2022-09-15,Sofa_809,Furniture,542.55,Rania Ayoub,HR,2019-04-08,2
16239,599,170,32,1,2022-01-22,943.23,943.23,Aya Ayoub,30,Egypt,2022-12-09,Tablet_170,Electronics,943.23,Omar Ayoub,IT,2020-02-26,1
16240,1840,13,93,3,2022-07-31,637.89,1913.67,Rania Masri,32,Jordan,2020-03-29,Printer_13,Electronics,637.89,Tariq Hammad,Management,2016-02-03,7
16241,753,669,232,4,2021-05-06,67.54,270.16,Mona Khoury,25,Saudi Arabia,2021-06-13,Novel_669,Books,67.54,Omar Qasem,Sales,2023-08-17,5
16242,600,449,131,2,2021-08-30,15.01,30.02,Yousef Omari,38,Saudi Arabia,2023-03-10,Salad_449,Food,15.01,Hassan Ayoub,IT,2019-03-28,8
16243,975,174,223,2,2022-02-27,689.84,1379.68,Hassan Darwish,30,Jordan,2021-08-29,Headphones_174,Electronics,689.84,Sara Haddad,Sales,2024-03-28,2
16244,483,674,13,4,2021-06-02,32.92,131.68,Ali Haddad,18,Jordan,2023-03-16,History Book_674,Books,32.92,Noor Darwish,IT,2020-07-01,6
16245,836,959,21,1,2023-03-28,982.17,982.17,Ali Hammad,37,Jordan,2021-01-25,Bed_959,Furniture,982.17,Huda Shami,Sales,2015-03-14,3
16246,172,132,14,2,2021-10-03,1148.14,2296.28,Mona Al-Momani,26,Jordan,2023-07-15,Smartphone_132,Electronics,1148.14,Sara Barakat,Sales,2020-08-29,10
16247,869,540,107,2,2022-06-08,49.42,98.84,Zain Khoury,41,Jordan,2021-01-20,Chocolate_540,Food,49.42,Tariq Omari,Sales,2015-12-14,6
16248,17,595,128,4,2021-08-22,40.32,161.28,Zain Najjar,24,Saudi Arabia,2023-12-28,Pasta_595,Food,40.32,Salma Khoury,HR,2021-08-05,8
16249,1759,897,32,1,2021-11-26,570.78,570.78,Mona Shami,51,Saudi Arabia,2020-11-25,Chair_897,Furniture,570.78,Omar Ayoub,IT,2020-02-26,11
16250,1318,932,169,2,2022-01-14,166.18,332.36,Yousef Darwish,31,Jordan,2021-04-06,Table_932,Furniture,166.18,Aya Ayoub,Support,2021-06-07,1
16251,394,875,288,1,2022-11-09,483.59,483.59,Lina Masri,53,Saudi Arabia,2024-02-03,Table_875,Furniture,483.59,Tariq Al-Momani,Sales,2016-07-12,11
16252,1846,269,81,4,2021-02-20,153.83,615.32,Tariq Al-Smadi,24,Jordan,2022-02-19,Shoes_269,Clothing,153.83,Ali Haddad,IT,2016-06-09,2
16253,1522,251,182,1,2022-01-10,157.83,157.83,Ahmad Shami,40,Egypt,2020-03-26,Dress_251,Clothing,157.83,Farah Barakat,Sales,2018-01-24,1
16254,1243,370,190,1,2021-11-14,22.47,22.47,Aya Haddad,29,Jordan,2023-10-09,Jacket_370,Clothing,22.47,Sara Al-Momani,Sales,2018-11-23,11
16255,234,618,255,3,2023-04-22,20.45,61.35,Rania Rabie,28,Egypt,2020-03-18,Science Book_618,Books,20.45,Aya Shami,Management,2022-02-09,4
16256,1414,773,299,2,2021-06-24,16.82,33.64,Hassan Saleh,56,Jordan,2024-01-22,Novel_773,Books,16.82,Hassan Masri,Management,2015-06-22,6
16257,248,865,166,2,2023-03-15,141.22,282.44,Ahmad Barakat,28,Saudi Arabia,2021-11-28,Wardrobe_865,Furniture,141.22,Mona Darwish,HR,2017-12-22,3
16258,1926,526,256,2,2022-08-14,12.98,25.96,Huda Khoury,25,Jordan,2023-12-18,Chocolate_526,Food,12.98,Lina Saleh,Sales,2017-04-13,8
16259,52,592,198,1,2022-01-20,25.34,25.34,Rami Al-Momani,31,Jordan,2020-06-01,Pasta_592,Food,25.34,Hassan Al-Smadi,Sales,2018-05-13,1
16260,15,888,213,4,2023-01-18,651.2,2604.8,Omar Darwish,18,Jordan,2020-05-02,Desk_888,Furniture,651.2,Ali Shami,Support,2017-01-09,1
16261,1348,506,45,1,2021-02-12,43.49,43.49,Hassan Masri,44,Egypt,2021-06-06,Salad_506,Food,43.49,Ahmad Najjar,Support,2018-07-03,2
16262,441,672,13,2,2022-07-20,57.99,115.98,Ahmad Shami,38,UAE,2022-01-26,Novel_672,Books,57.99,Noor Darwish,IT,2020-07-01,7
16263,1136,178,52,2,2023-01-02,534.69,1069.38,Hassan Saleh,44,Jordan,2023-06-23,Laptop_178,Electronics,534.69,Mona Haddad,Sales,2022-07-27,1
16264,696,667,265,2,2021-02-10,51.45,102.9,Salma Al-Smadi,31,Saudi Arabia,2022-09-13,Novel_667,Books,51.45,Noor Haddad,Sales,2022-09-14,2
16265,1896,547,43,2,2022-10-03,32.64,65.28,Rania Masri,31,Jordan,2023-02-04,Burger_547,Food,32.64,Hassan Haddad,Support,2019-10-31,10
16266,7,259,7,4,2022-04-27,54.49,217.96,Ali Al-Smadi,50,Jordan,2024-01-29,Dress_259,Clothing,54.49,Tariq Shami,Support,2023-11-22,4
16267,1587,260,230,3,2021-02-24,122.78,368.34,Khaled Masri,36,Saudi Arabia,2022-01-16,T-Shirt_260,Clothing,122.78,Lina Ayoub,Sales,2021-11-21,2
16268,826,135,44,1,2022-02-21,1755.63,1755.63,Farah Barakat,49,Saudi Arabia,2022-02-24,Tablet_135,Electronics,1755.63,Rami Barakat,Sales,2016-07-04,2
16269,1777,461,172,4,2021-08-01,40.41,161.64,Khaled Khoury,28,Egypt,2024-01-30,Juice_461,Food,40.41,Noor Al-Momani,Management,2017-07-14,8
16270,1269,489,102,3,2021-09-04,33.53,100.59,Yousef Saleh,27,Jordan,2020-08-06,Salad_489,Food,33.53,Omar Khoury,Sales,2017-10-11,9
16271,1472,643,223,2,2022-02-25,28.06,56.12,Ali Qasem,28,Jordan,2022-06-05,Children Book_643,Books,28.06,Sara Haddad,Sales,2024-03-28,2
16272,1389,81,68,4,2022-09-09,1075.92,4303.68,Majed Qasem,35,Saudi Arabia,2021-08-24,Printer_81,Electronics,1075.92,Huda Shami,Sales,2020-07-19,9
16273,1391,367,122,4,2023-05-27,153.12,612.48,Aya Ayoub,39,Jordan,2023-06-20,T-Shirt_367,Clothing,153.12,Rami Saleh,IT,2020-10-09,5
16274,1946,59,77,4,2022-09-21,1245.81,4983.24,Rami Haddad,31,UAE,2022-02-26,Headphones_59,Electronics,1245.81,Majed Omari,Management,2015-09-09,9
16275,1722,74,300,1,2022-07-26,1741.36,1741.36,Mona Qasem,32,Egypt,2020-10-11,Headphones_74,Electronics,1741.36,Lina Darwish,Sales,2023-02-07,7
16276,1311,239,296,3,2022-04-17,48.86,146.58,Lina Saleh,34,Saudi Arabia,2023-02-04,Shoes_239,Clothing,48.86,Omar Haddad,Sales,2016-12-21,4
16277,1986,129,205,3,2022-09-25,756.87,2270.61,Sara Qasem,40,Jordan,2022-04-10,Headphones_129,Electronics,756.87,Zain Omari,IT,2019-07-06,9
16278,1628,412,171,1,2021-12-30,32.56,32.56,Hassan Saleh,47,Qatar,2023-04-06,Juice_412,Food,32.56,Hassan Khoury,Support,2024-01-09,12
16279,1130,315,218,3,2023-03-17,165.99,497.97,Ahmad Al-Smadi,38,Jordan,2022-01-14,Jacket_315,Clothing,165.99,Lina Darwish,Management,2017-02-03,3
16280,1037,374,193,2,2021-01-18,116.84,233.68,Salma Najjar,22,Saudi Arabia,2022-09-16,Scarf_374,Clothing,116.84,Noor Khoury,IT,2022-04-22,1
16281,1170,437,153,4,2023-03-02,32.76,131.04,Omar Al-Momani,43,Jordan,2020-09-04,Chocolate_437,Food,32.76,Rami Haddad,Sales,2019-01-28,3
16282,478,138,41,3,2022-10-02,1000.72,3002.16,Ali Khoury,38,Jordan,2024-01-02,Camera_138,Electronics,1000.72,Tariq Khoury,IT,2016-11-03,10
16283,631,455,23,3,2023-03-09,23.22,69.66,Mona Omari,18,Egypt,2021-12-17,Salad_455,Food,23.22,Yousef Qasem,Support,2015-05-10,3
16284,715,615,186,4,2022-10-14,30.06,120.24,Rania Haddad,34,Saudi Arabia,2023-09-14,Biography_615,Books,30.06,Rania Omari,Management,2020-12-15,10
16285,1677,899,216,2,2023-09-03,649.48,1298.96,Salma Al-Momani,47,Saudi Arabia,2021-06-25,Table_899,Furniture,649.48,Sara Khoury,Sales,2022-11-20,9
16286,115,903,43,2,2023-08-20,413.07,826.14,Aya Al-Smadi,33,Jordan,2023-08-13,Chair_903,Furniture,413.07,Hassan Haddad,Support,2019-10-31,8
16287,509,9,113,3,2023-05-27,1777.0,5331.0,Khaled Rabie,35,Saudi Arabia,2023-02-13,Tablet_9,Electronics,1777.0,Majed Masri,Support,2016-11-26,5
16288,1176,232,231,2,2023-08-05,147.19,294.38,Rania Khoury,32,Jordan,2021-11-23,Dress_232,Clothing,147.19,Majed Darwish,Sales,2024-07-24,8
16289,57,611,110,1,2022-06-23,17.22,17.22,Tariq Haddad,26,Jordan,2020-11-14,Novel_611,Books,17.22,Mona Darwish,Support,2018-06-02,6
16290,382,730,138,4,2021-07-09,65.87,263.48,Ali Darwish,29,Jordan,2023-05-28,Children Book_730,Books,65.87,Ahmad Al-Momani,Sales,2020-06-23,7
16291,1181,965,105,4,2021-05-09,545.76,2183.04,Ali Haddad,36,Jordan,2023-10-08,Bed_965,Furniture,545.76,Rania Al-Momani,Support,2018-07-02,5
16292,952,397,140,1,2021-03-08,23.87,23.87,Ahmad Barakat,38,UAE,2023-11-10,Scarf_397,Clothing,23.87,Mona Shami,Sales,2022-09-30,3
16293,1846,749,255,2,2021-03-04,10.99,21.98,Tariq Al-Smadi,24,Jordan,2022-02-19,Science Book_749,Books,10.99,Aya Shami,Management,2022-02-09,3
16294,1157,734,75,2,2021-10-02,73.42,146.84,Hassan Ayoub,28,Egypt,2020-08-05,Children Book_734,Books,73.42,Majed Hammad,Sales,2018-03-11,10
16295,1187,680,233,4,2023-04-02,41.3,165.2,Noor Saleh,25,Jordan,2023-04-21,Children Book_680,Books,41.3,Yousef Omari,Sales,2019-11-12,4
16296,275,882,212,1,2021-02-18,208.67,208.67,Aya Masri,25,Saudi Arabia,2023-08-02,Sofa_882,Furniture,208.67,Farah Masri,Management,2021-02-20,2
16297,1719,574,58,1,2023-08-09,40.28,40.28,Lina Hammad,42,Saudi Arabia,2023-05-22,Salad_574,Food,40.28,Noor Haddad,HR,2021-06-01,8
16298,1101,318,38,4,2021-05-06,33.9,135.6,Sara Masri,44,Saudi Arabia,2023-03-19,Scarf_318,Clothing,33.9,Majed Hammad,Management,2023-09-28,5
16299,1861,999,262,3,2023-06-06,884.02,2652.06,Lina Al-Smadi,33,Jordan,2022-04-16,Wardrobe_999,Furniture,884.02,Zain Barakat,HR,2022-03-31,6
16300,44,507,212,4,2022-02-06,41.34,165.36,Khaled Haddad,31,Egypt,2021-10-07,Chocolate_507,Food,41.34,Farah Masri,Management,2021-02-20,2
16301,718,522,138,3,2021-09-16,49.72,149.16,Rania Saleh,36,Jordan,2020-10-13,Salad_522,Food,49.72,Ahmad Al-Momani,Sales,2020-06-23,9
16302,1574,746,282,3,2023-05-05,15.38,46.14,Yousef Rabie,21,Saudi Arabia,2021-01-31,Children Book_746,Books,15.38,Rami Darwish,Support,2019-09-25,5
16303,318,87,58,3,2022-06-26,373.34,1120.02,Khaled Rabie,31,Saudi Arabia,2023-07-26,Monitor_87,Electronics,373.34,Noor Haddad,HR,2021-06-01,6
16304,534,779,273,4,2021-05-08,42.28,169.12,Omar Darwish,22,Egypt,2023-01-01,History Book_779,Books,42.28,Majed Al-Momani,Sales,2015-04-24,5
16305,1609,716,53,1,2023-07-01,59.85,59.85,Rami Haddad,38,Saudi Arabia,2023-02-03,Biography_716,Books,59.85,Huda Haddad,Sales,2020-07-02,7
16306,1777,318,206,1,2022-07-24,33.9,33.9,Khaled Khoury,28,Egypt,2024-01-30,Scarf_318,Clothing,33.9,Lina Al-Momani,Support,2017-10-26,7
16307,1960,333,5,1,2023-07-27,27.41,27.41,Noor Haddad,37,Jordan,2021-02-17,Shoes_333,Clothing,27.41,Ali Al-Momani,Sales,2023-08-10,7
16308,1178,360,107,4,2022-06-26,50.47,201.88,Khaled Darwish,34,Egypt,2022-04-28,Jacket_360,Clothing,50.47,Tariq Omari,Sales,2015-12-14,6
16309,237,241,243,4,2023-01-27,167.5,670.0,Khaled Ayoub,18,Egypt,2021-04-21,Jacket_241,Clothing,167.5,Lina Haddad,Sales,2017-09-11,1
16310,893,56,148,2,2021-01-06,1132.77,2265.54,Sara Haddad,45,Jordan,2023-05-01,Monitor_56,Electronics,1132.77,Rami Hammad,HR,2022-06-26,1
16311,517,110,179,4,2021-09-25,724.44,2897.76,Huda Al-Momani,40,Saudi Arabia,2023-12-05,Monitor_110,Electronics,724.44,Aya Rabie,Management,2016-01-24,9
16312,1245,49,174,1,2022-10-03,1238.0,1238.0,Hassan Masri,28,Saudi Arabia,2023-12-25,Printer_49,Electronics,1238.0,Noor Ayoub,Sales,2023-05-01,10
16313,1334,755,139,2,2023-01-21,70.34,140.68,Lina Rabie,49,UAE,2020-06-01,Children Book_755,Books,70.34,Hassan Saleh,Sales,2016-02-14,1
16314,1622,16,175,4,2021-09-22,1751.64,7006.56,Zain Al-Momani,20,Jordan,2024-01-29,Camera_16,Electronics,1751.64,Huda Al-Smadi,Sales,2016-01-12,9
16315,1201,73,253,4,2023-09-13,624.45,2497.8,Aya Barakat,36,Saudi Arabia,2023-03-30,Printer_73,Electronics,624.45,Hassan Qasem,Sales,2024-04-23,9
16316,1795,884,250,4,2023-05-28,726.67,2906.68,Sara Shami,37,Egypt,2022-11-12,Table_884,Furniture,726.67,Farah Haddad,HR,2019-11-19,5
16317,1244,202,136,2,2022-10-22,193.02,386.04,Salma Masri,24,Jordan,2020-09-28,Scarf_202,Clothing,193.02,Omar Haddad,Sales,2016-02-05,10
